amount,hour,day_of_week,merchant_cat,distance_km,prev_txn_hrs,v1,v2,v3,v4,v5,is_fraud
116.67,15,0,retail,15.6,8.7,0.34805955532645233,0.25891047333281575,-0.16836431524309015,-2.304868768474912,-1.7352300335291517,0
1388.04,23,1,travel,88.5,0.7,-2.7932434332995015,1.046379338578426,-1.6494287517159139,1.6929341890570369,-3.697236221116856,1
88.13,10,2,retail,5.9,23.7,-1.3927731999972137,-2.941296206115499,2.286294430276972,1.6255831680323287,1.408220676119381,0
92.12,17,3,entertainment,46.8,0.9,-1.2520903068708173,-0.3849323184871988,-0.6587447457854168,-0.5472435163172241,-0.0020138586260144684,0
12.49,4,6,dining,106.3,1.5,-4.237357190343731,0.730738888917146,-0.35323975898869464,2.0205389126627877,-1.110430692054925,1
165.01,20,6,grocery,5.5,23.4,1.4194561832338413,-0.042813316448244,-0.10882597484979173,0.6084186115422571,1.320535554303889,0
145.01,19,3,entertainment,1.1,38.9,0.8783402008367074,1.2909840185905623,-2.064978373235638,-1.168444827284382,0.7200080712498651,0
258.33,7,4,retail,3.7,41.5,0.3471216417182322,-0.9100994162422621,1.5971017245519985,-0.3119632985118075,0.22917575334498025,0
11.01,7,4,retail,2.6,46.5,0.12231740589930856,-1.0889864599686043,-0.48049526916652485,-1.2502950065859144,-0.212387314194805,0
491.49,0,3,grocery,107.3,1.4,-3.6864877772931375,3.643321836569208,-1.360331759776255,3.697703593266351,-1.4971826936553332,1
118.42,14,5,travel,5.7,22.7,-0.4340429803551892,0.30028539998787196,-0.21866461021682404,-0.37669056035052034,-0.4873001028887157,0
272.14,20,5,grocery,35.0,26.1,-1.3966820798006958,-0.4976596318790997,-0.824604491246989,0.20243468140437249,-0.8696046162558358,0
42.14,8,4,grocery,16.0,27.4,0.16000354352609097,-1.5004062774940248,-0.6516418028768258,-0.10363002346261362,-0.22805814988435583,0
63.17,18,2,grocery,7.8,44.1,-0.7672272662745017,0.07148422238244903,0.4779513361509078,0.28577808325460824,-1.2135560273530985,0
111.52,13,5,grocery,1.3,2.6,-0.2555593161832955,1.1326507272639512,0.9731393060714657,-1.4295604750911861,0.6216706382170419,0
61.22,17,4,retail,22.1,20.8,0.9707484456004328,-1.3038176218162343,0.6266171563253583,1.4895067962386794,0.26867118292562214,0
248.1,16,2,dining,15.6,39.9,2.52724822033811,-1.0848766147492268,0.16287616119718146,-0.4605404627605116,0.4890489679648298,0
91.96,10,3,entertainment,11.4,39.4,0.8823779290621057,0.1543342572681105,2.276752927787717,1.346341479252609,2.670015300880721,0
58.43,9,2,retail,7.1,44.1,-0.9403035223246886,-1.4333071102683994,1.2457307560649213,0.24377038452387928,-1.3067489640842034,0
45.66,21,2,entertainment,3.8,16.8,-1.1102612280728559,-0.26484235131728007,0.16641515355584852,-1.188345251986427,-0.9223797491462219,0
346.68,13,6,entertainment,21.3,34.9,-0.09302206463139204,0.18929179765347298,0.4743106641731688,-1.261812955569102,-0.8323328494106518,0
164.26,14,3,grocery,14.5,18.3,0.7594630494550673,-0.5134668992052617,0.37881789752527467,-0.5854094759252456,-0.36545634680805367,0
60.58,13,0,entertainment,9.1,2.5,1.3227697105622596,-0.27231627237609307,0.07426290505402477,0.8522025461400182,0.7329379376392497,0
8.32,9,1,retail,12.2,26.9,1.5126706986943224,0.7538901904044433,0.13274458469848732,0.3268709669338896,1.170598295184418,0
95.85,8,5,retail,14.1,32.0,-0.41192046591289866,0.13575501759082026,0.7983620704548687,1.3064605119804429,0.6518330906532478,0
12.62,11,5,grocery,0.6,7.7,-2.6702240511214193,0.3694229164516493,1.4643441463717615,-0.17019170788184398,1.372103519587724,0
11.15,22,4,grocery,7.7,30.5,0.36747708061408846,-0.632291092952067,0.8573730308217256,-0.6047832558022666,0.8892228163110387,0
5.81,16,1,entertainment,8.4,14.6,-2.529763510892265,-1.7478087795924888,1.9840705687607063,0.5440801051660707,0.7420993154104699,0
16.5,9,4,dining,15.9,20.6,-1.3078953539754792,0.8942103440805412,1.0284018675840272,-0.13336017102847464,-0.2246442366314753,0
69.15,13,1,entertainment,10.6,5.2,-0.25420772742270187,-0.8540960815301604,2.001127095771077,-1.5483616299220815,-0.4477107703313111,0
39.04,16,0,entertainment,17.2,41.8,0.945067022705064,-0.13364680585352656,-1.2451458368299304,0.03789198156222532,-0.018126512877088042,0
10.98,11,4,retail,7.5,52.4,-0.23253932877458625,2.02605091468779,1.8965528381544394,-0.44831645555537636,-0.8599903372200256,0
390.71,19,3,entertainment,11.6,26.4,0.5030430729300687,0.5606758378002987,-0.8905956212998312,0.6969700935054707,-2.209264991332807,0
598.72,13,5,grocery,11.6,9.3,-1.0325626550782778,0.9057193157624166,1.4137852144388083,0.2502698043845778,-0.372091169973548,0
6.4,7,5,entertainment,17.3,10.0,1.5446686215697905,-1.0356876842582723,-0.19290196474469812,0.032380261056759785,0.2679164122663389,0
16.36,18,4,retail,25.2,18.6,-1.9665412142922807,0.2521484119071265,0.8832037115842617,-1.222727068352167,0.822016157237149,0
107.78,11,4,entertainment,18.4,11.5,0.518054934113301,-0.685540699989928,-0.4128000501260246,-0.8766559008629055,-1.730705589791351,0
17.54,22,2,retail,3.6,29.2,-0.5057253007304666,-0.9230066310565861,0.7015862867906821,-0.771456298123479,1.529012550205423,0
94.09,20,5,dining,5.5,48.8,-1.8256306754431142,0.17902670972018206,2.048742388372623,-0.29842200104649785,-0.49116800886755785,0
328.5,19,1,entertainment,1.2,23.6,0.44015444811412335,-1.0781480944362645,1.4890145879806762,-1.1472038512487805,-0.956346816776095,0
42.61,11,0,entertainment,19.1,47.3,0.36286267461186394,-0.29719413364499053,-1.8513791862191153,-0.16455837621831532,1.1569672798219817,0
261.37,20,1,grocery,28.6,0.6,1.1214307109384298,2.0709362649751903,1.9254421183416888,-0.9536898200950994,-0.8103169777495443,0
91.79,14,6,travel,20.0,5.8,0.09853656269852921,-0.549950327509729,2.1967559835458976,0.6598958445842051,0.575554404725628,0
51.86,12,6,grocery,10.1,39.1,2.7266256657937378,1.8221826389368379,0.0865539058286997,1.005404201110109,-2.8172324864464295,0
105.64,21,5,travel,10.2,22.9,0.7575454888321288,1.5954197836693804,1.1466236682788722,-0.09254784225085999,-0.5832324991426382,0
187.97,8,5,grocery,9.9,40.8,-0.238660143508076,-0.014943365445869099,-0.8134010279200574,0.6577723218250738,-0.1628931722624293,0
18.64,10,4,travel,17.1,32.6,2.057217655198186,0.7054826621649883,1.0603215753632993,0.1378161412732111,0.5992344986960191,0
67.32,16,6,retail,23.1,31.6,0.5898776160510291,-0.2639969423327221,2.0119518002874006,-0.74438936151564,0.10732046165217439,0
11.31,22,4,travel,21.5,31.6,1.5646327578566113,0.7980555281305522,-1.1542170268398961,0.06742202316911043,-0.5630309864514192,0
116.59,22,1,dining,8.2,1.0,-0.8421472716189684,0.7264263835821811,0.4955777372813862,1.140546316388719,1.068225037130659,0
45.56,7,0,dining,4.9,29.9,-1.3567263616527607,-1.4051924901042216,0.8992966037073227,0.008980814120946534,-2.5990391967750637,0
49.16,0,4,travel,63.3,0.5,-3.7831889717153606,4.754603393213913,-2.1752707365667896,3.4007728511542292,-1.236624736254868,1
35.29,22,5,entertainment,24.2,49.2,-1.0983031731336383,1.0695233620554176,-0.345585898928364,0.7200697665393228,0.19116998535333546,0
17.75,11,1,entertainment,16.3,10.4,-1.722866812975899,2.0507160350285676,0.6547202053357092,-0.4982418888452152,-0.8553684285626589,0
70.27,12,3,retail,6.7,41.2,-0.23571710372125723,-1.272163150166553,1.4678498161841687,0.1571007989094755,0.5666416983346012,0
56.58,20,1,retail,24.6,13.9,0.9747853200784341,0.09985048309902358,-0.4211266185077158,-0.835649518288289,-1.3799443428543825,0
38.21,7,6,retail,17.0,44.5,1.2234100453616445,0.6244536907532328,1.3581356254884849,-0.7189719260750772,-0.7557980085240477,0
100.48,22,5,dining,24.0,32.6,-0.2575680217015198,0.2148879205367333,1.4151464205752857,-1.1199514608294692,-0.10573591784208763,0
70.64,20,0,entertainment,17.2,18.5,1.335846509668932,-0.07821388246044673,1.1596195352422018,-0.21395833581785048,-0.9178897237827923,0
135.43,7,0,grocery,1.9,25.9,1.1357039974064773,-0.282775709472861,-0.4393878689922752,-0.9530928560025599,2.7336700337382585,0
24.11,8,0,retail,4.1,16.3,0.07172648572789098,0.2789081987910629,0.8621969641634287,-0.5821617325746734,-0.6935031444861105,0
17.98,12,4,grocery,4.2,14.5,0.4733176437508434,1.6656967136360885,0.06795521822745809,-0.722013443885491,-0.4410711102180468,0
88.85,10,5,entertainment,27.5,28.6,-0.017629686861542936,-0.12120188370836574,1.0835164711203462,-0.19051216303129404,2.0112574380938595,0
58.67,20,3,grocery,26.9,21.0,-1.598570535295823,-1.7588024591753186,0.5308919497660936,0.004672748709355143,0.7099449825091168,0
6.73,10,1,retail,1.8,22.8,0.7241760340556378,-0.6433942391777517,-1.5238424313792525,0.7603712656334349,-1.1567736004971947,0
12.16,16,3,entertainment,6.9,19.5,0.15591530532098297,1.328734605941503,0.5917162256293035,0.2914013860985961,1.2447512088138926,0
39.26,10,6,grocery,11.7,38.7,-0.6026408903422645,-2.516465825643356,0.12945583947022532,-0.8504106409504706,-0.4715432294401876,0
111.01,11,0,retail,23.8,33.6,0.058514116622875846,0.2345896991960291,0.20743665321285298,-0.5051854747152985,1.187747642526425,0
238.33,14,4,grocery,6.4,14.3,0.19052520288399835,0.13591628254746616,0.49855726973254666,0.7974689775509161,-0.0758041771725565,0
95.97,17,2,retail,6.7,4.6,-0.13166490471260522,0.69701416415087,2.8348940080485696,0.6020951863783122,-2.140074904441832,0
195.13,9,2,dining,13.5,24.3,-0.49425311168587915,-0.6520446780035313,1.1442102422376035,1.2211530258694376,-0.8717634706638538,0
97.83,11,2,entertainment,40.3,27.3,0.6522200755387114,1.3815720803179221,-0.40216139924452876,-0.79681127034257,-0.04845112486365251,0
197.97,15,0,grocery,13.2,32.4,1.0665368622605038,-0.26131952251421625,-0.6624855137410504,-0.4973572499103358,-0.49992975267848905,0
159.11,22,2,grocery,20.3,45.2,-1.1010370085489989,0.27468070394825095,-0.7427101832671223,-2.262366323369409,-0.9301674741828927,0
8.88,14,3,grocery,25.5,15.1,1.0061373234555744,-1.039497134136385,1.1501661976590665,0.34112149860331487,-1.3316451750586868,0
9.65,8,1,travel,30.2,30.6,0.8045619485520603,-0.45879948527356335,0.7142637590057104,-0.1470846601496195,0.36369049958434585,0
19.96,22,4,grocery,7.3,25.8,-0.07099387987882448,0.597872095173958,0.25763372005941104,-1.3920154532964437,2.201421028077457,0
52.95,12,2,retail,16.5,40.9,-0.12855913238440939,1.806331567358376,-0.5400387770864312,0.24591221627397367,0.9825861443726215,0
15.7,18,4,retail,19.2,25.5,-0.641282063781843,1.8023424256694822,0.3316227114313014,-0.3743109137146444,0.21567464172236891,0
18.87,7,4,entertainment,24.6,30.5,0.46357238824794317,1.1071107938424607,0.7747160150658392,-0.14871858728009643,0.48257913755111226,0
377.04,11,2,grocery,11.3,38.3,0.10856346783594152,0.9054385470809097,0.6307695655441713,0.620211112106427,0.06292376453085691,0
221.12,22,6,entertainment,9.3,43.1,1.5603525652928272,-1.3097965412792998,1.6083277767549182,0.3829017448451119,0.6870700140744059,0
37.6,17,5,retail,20.6,9.3,0.7908840400101671,1.4203077835216888,1.133901979011175,-0.36487609371021673,-0.667437131433079,0
413.67,12,6,retail,26.4,28.4,-0.22724503581665037,-1.564130721448174,-0.6544462926106012,-0.1090701433318895,-0.7174835551478601,0
216.83,22,0,grocery,6.8,57.9,-0.07780336710364141,0.14499433653411317,-0.23036615673087835,-1.0275725686411865,-0.8761843670014178,0
88.04,18,5,travel,23.4,14.9,0.3833199311900129,0.14864888476876523,0.6282292043097139,-0.23209080337010635,1.2502734197493046,0
34.89,22,0,retail,11.5,28.8,0.029636492507746488,0.17507515371117993,1.6947757720164611,1.3392022201665172,-0.6229948594156414,0
30.34,7,1,travel,19.1,23.6,0.0014395484042842898,1.4453385177990419,-0.9504810849282492,-0.7663812883585301,-1.697260173871688,0
19.67,13,4,entertainment,2.6,24.2,-0.38466984945827687,-0.8495038350723361,0.8899823665972197,-0.485577315724969,-0.6167670765067047,0
16.15,18,2,retail,14.3,28.1,-0.9787210374864698,-1.585936117232339,-0.7481723316604425,-0.15307099415711545,0.31760553212761927,0
141.48,14,2,grocery,12.7,12.3,-0.30132689496833165,-0.8860134320322635,2.006952481546027,0.3094999600567108,-3.176262930990916,0
603.6,8,4,travel,1.3,25.3,0.298912474877077,-0.163416020789989,-2.2510676078204392,0.3342255283131161,-1.6036270422924197,0
55.53,14,1,retail,30.3,39.9,1.1071218186170126,-0.38461500545451305,0.894714032845189,-0.6077830524811905,1.3693525907311477,0
126.29,14,1,retail,4.7,13.3,-1.9615805428545177,-0.0006683396456307561,-0.5862336701993942,-1.1005381376039716,-1.8009792198394554,0
55.46,15,4,grocery,2.7,36.9,0.7553675385437416,-0.07464488802157374,1.0225881406287143,-0.4977441721909068,-0.9049577130759721,0
9.11,13,4,grocery,11.3,12.9,0.4172996651324673,0.33792688963482487,1.3905387313961368,0.26830795753652675,-0.6943104584710853,0
96.27,22,6,grocery,3.8,21.8,-0.04920771038484904,1.4193195535256729,1.629155802644795,0.19985581584588738,1.1170184537571215,0
13.85,14,4,grocery,32.2,30.0,0.7948687567780177,-0.15824935464019776,1.10324383568414,0.16481783335891897,0.647715387180245,0
19.12,10,3,entertainment,13.4,3.2,-0.6516961054604566,0.28877187323868686,-0.19084623249275023,0.6161677268680463,-0.8740131726494118,0
87.53,13,6,retail,10.4,33.6,-1.5403092383269577,-1.8654353253109,-0.3645393202037692,-0.48699786182199534,1.391543211507169,0
4.56,14,0,grocery,23.1,27.2,0.943248636260141,0.0019412693837133985,1.8456736202052904,0.15032078149959455,0.10089147342621772,0
23.48,17,3,retail,16.6,29.4,-0.48694780750307115,-0.9718113737961088,0.2802162407015185,-0.1473549265057532,-0.3821256734109408,0
4.12,15,3,travel,23.9,13.4,1.0361896550824798,-1.317702277364793,1.4326715917900972,1.4570676070583997,-1.7530988282957432,0
23.44,21,6,retail,15.5,31.8,0.1021192558760649,0.08339873490290489,-1.0619226551009064,-0.5681157117263944,-0.7327676642155488,0
26.85,10,2,entertainment,21.1,25.3,-1.6808321088406666,-0.5768982513840144,2.523525839962343,-2.3756747675439125,0.45295403715756866,0
506.73,10,3,entertainment,6.3,35.3,0.8111650315266586,-0.416470042960081,1.4001460556580685,0.4180936598892639,0.20037438568989321,0
39.47,14,3,travel,16.7,14.8,-0.2683602847778547,-0.1423069181573312,0.31315575179258726,0.4603334684901177,-0.6289547636136492,0
176.07,15,0,grocery,5.6,7.3,0.41146945651054084,-0.40215189350239333,0.8365015267837352,0.6448955024773366,-0.19986533844680704,0
29.27,21,0,grocery,21.4,23.4,-2.08629169370893,-0.43495380746977236,-0.7172017784181295,0.7982498086851163,0.29161977670139727,0
43.04,15,2,retail,14.0,7.2,-0.7123580282674294,0.8806465913931655,0.613432413270813,-0.47740116345052075,-0.04915416825061849,0
33.61,14,4,grocery,12.6,25.9,-1.0068656085379961,-1.2688021504708942,0.08506537289905408,-0.4345430939107228,-2.0967616765370387,0
23.62,10,6,dining,12.6,13.6,-0.33734508721859535,-0.7773643120094108,-0.6686683855474853,-0.4120373426136923,0.041472513449489164,0
90.04,7,3,entertainment,3.3,13.5,-2.2312328929525,-0.8945889373390733,-0.15088460985755048,-1.2575266712370023,-0.9897593933308851,0
43.71,18,5,grocery,13.4,7.6,0.3684739648703973,0.15818696314404915,0.9788105531154064,-0.5064582931748695,0.31980003870546947,0
100.15,22,0,grocery,11.9,26.6,0.3475442336661628,-1.3774821751468627,0.8539177406948457,-0.5557316768993977,0.8776455339756074,0
98.44,19,6,grocery,12.8,13.2,-0.7334435496009811,-0.6707054717817622,0.6158313920999603,0.8849902661574762,0.23085565766030555,0
75.53,20,1,entertainment,33.0,30.4,-1.8683985661390807,-0.7811671327969107,-0.6985523270686496,-0.35112278011263415,1.1507209704819403,0
38.79,10,1,entertainment,4.5,16.0,0.754812093049388,0.1781010904583511,0.3366784098616027,0.9102235264663294,-0.6947741322303308,0
77.99,18,3,retail,19.0,29.2,0.19885892225830482,-0.3713688510822715,-1.614348766119278,0.8724554643975448,-0.1893545999313758,0
86.58,13,0,grocery,12.5,12.4,-0.6222462522177966,0.5980495314074051,0.3350713273076198,-0.5514113878986742,-0.5223868844578156,0
77.89,12,4,dining,29.0,12.0,0.3886753001769222,0.8882836423323435,-1.2884143973853281,-0.07816166388915007,0.5522930995896941,0
75.31,7,5,travel,8.6,35.6,0.6329384911307574,0.8674325499378044,0.49160635248629575,0.7572527410327761,1.0382035689676488,0
23.1,22,2,retail,11.4,2.3,0.39179020289109356,-0.7751738398615555,0.2524744072602505,0.8214762364444669,1.8176366088524865,0
32.83,19,1,retail,19.6,10.7,-1.2064752172801352,-1.0749906022289484,1.2935317632918972,-0.9957007945473326,0.8929576982250302,0
134.6,15,3,entertainment,19.9,12.7,-1.0444957571908233,1.8892352625347162,0.4358287001086516,0.02209291799420154,0.0470965432788174,0
21.07,17,4,retail,39.2,38.3,-0.6163190198743975,0.08989852903582143,1.0612944104714477,-0.5472221716783523,0.0158382094380975,0
64.92,13,2,grocery,15.3,24.8,-0.42225740842229104,-0.06628062584825696,0.1673944392854264,-0.7443494423883796,-0.013580188509903413,0
15.34,14,6,retail,7.1,8.8,-0.2267274123129253,0.2680675944809096,0.8142199573150748,-0.42839028861172584,-0.6029680399583836,0
7.49,9,0,retail,9.7,18.1,0.29858724729588065,0.24188619242997808,-0.14475743236139582,0.7986558175077881,-0.5796728190565601,0
92.83,8,4,retail,21.5,17.1,-0.37759325683179934,1.0758221516233115,-0.2338204764268489,-1.5654134867480236,1.1419390313908644,0
13.09,14,3,retail,2.7,13.2,1.4544394656860953,-0.5423950098712397,-1.9178619364917076,-0.487844678473645,-0.36350801056052934,0
31.15,9,3,grocery,20.3,37.2,0.27735754309306027,-0.5551226888659692,0.8387666272933145,0.4035602613270533,0.009924220152432418,0
167.53,10,6,entertainment,15.5,31.2,-0.207540144982403,0.23184372294460445,1.9804624672947968,-0.20201192898785436,0.26166130857154807,0
14.83,10,4,travel,12.4,6.4,-0.6876288755781856,-0.9543563833409408,2.071936932180959,0.17942243011373385,-0.01098085642183786,0
149.1,22,6,travel,28.7,35.9,-0.2072690855492268,-1.2493142275388758,0.216036056409882,-0.9161015477065786,0.830226861267748,0
145.59,9,5,retail,16.1,35.9,-0.8574114726227242,0.29172687519509427,0.39533652354030757,0.7084922157626479,1.1677797927928004,0
47.06,15,6,grocery,15.9,29.3,-1.4113875875435238,0.03610705589894341,-0.01720991912645231,0.1398609404927711,-0.12673670501768547,0
121.32,12,6,dining,14.0,26.0,0.8077320457535483,-0.8474664742157229,0.21148953531728826,1.2761316519620418,-0.06323939535177249,0
130.19,22,2,travel,20.5,31.2,1.397848516402474,0.7185648570701918,2.1851172142871125,-0.1625596252748835,1.0161475570163438,0
14.14,14,5,entertainment,13.6,43.8,-0.28875166402172675,0.9628089124300098,1.3898400706217076,1.6044327941542733,-0.15523754364024728,0
16.87,18,4,retail,2.6,0.4,1.388982665182446,1.2524081902460862,0.6889199101678737,0.7848192184349649,-0.041785858201560284,0
504.08,8,0,entertainment,28.0,29.7,1.7548880592176517,2.024261315422006,0.6836176380701335,-0.2984729184568055,1.3839261772642029,0
11.21,18,3,travel,19.5,31.2,0.3271254277604849,0.8109892364479148,1.2547232801348578,-0.9338856787411004,-0.8973934736533923,0
23.96,20,2,grocery,11.6,25.6,-0.6598521526187172,-0.8587942462474771,1.890836437722309,-0.3872059247517912,-0.5119179196235318,0
38.47,13,2,travel,1.1,37.1,0.8265863087283339,0.15290565262728045,0.24637330042457017,-0.6497011081793178,-0.4848326683617619,0
16.73,11,1,travel,8.3,28.5,-0.37971852184723626,-1.2868979041408748,-0.4127395958193246,-0.7062365001717853,0.4318761953053728,0
21.53,17,5,retail,8.9,39.7,0.32753987189888306,0.9030064275626136,0.6521217172689434,-1.7931915677750472,0.6281513046928966,0
96.27,21,1,grocery,24.9,17.6,0.22736082059558502,-1.718397459166907,0.33900271414662564,0.9138685635357545,0.6250394532486527,0
46.47,15,4,grocery,23.7,23.8,1.784793282522281,-0.23243483168616505,0.15459347648069138,-0.8103051269496723,-0.41976543406036065,0
525.01,22,6,grocery,7.1,25.2,0.9634558717204744,-0.3853348511721394,0.0025489922780297936,0.181628802142154,0.9795639591669938,0
42.09,18,0,dining,5.3,45.2,-0.34093681834221234,-0.9001356765765283,0.9757559084403298,-0.5790660832986432,-0.4527550686180906,0
14.18,17,5,grocery,10.8,16.0,-0.4742876021191373,0.06493991294419865,-0.29071570808567837,-0.29890217968036487,1.6855200232311423,0
3.12,20,4,grocery,24.4,7.7,-2.77655106878885,0.39269710218249826,0.9026392410923494,-0.17736025703000205,0.5114303895658305,0
5.13,21,6,dining,19.4,50.1,-2.4403898437041045,0.5667652356722012,-0.000791981190543356,0.2692845159352791,-0.5335504402618597,0
24.09,7,6,grocery,21.2,18.4,0.47799461904605733,0.28404543736535093,0.9958595766158436,1.1111319172857088,0.7321002878939532,0
106.74,15,6,grocery,13.6,6.2,0.4417471203589866,1.4609463840789771,1.7633430462159592,-0.25535303697876593,-0.49199326114131786,0
568.91,14,0,grocery,16.8,35.8,0.6985340683154836,1.0189153212931366,0.26680706718418457,0.790167509906142,2.0667752996894717,0
124.58,14,0,grocery,27.4,34.2,1.394714058205969,0.8313117941383118,0.10532998134022797,-0.11711950678481614,-0.8043138548349219,0
101.82,22,5,grocery,12.8,9.6,-0.03570609136501341,-0.031180165936777627,-0.10181353313537944,-0.6942993188722553,0.6716922111639156,0
53.25,20,4,grocery,21.7,14.3,0.9235668296835473,-1.3844382982867787,-0.6248683796395056,-1.2209606632076155,0.5640488658952816,0
126.15,11,2,grocery,22.9,41.4,-0.7404683656693649,0.10191867339123095,-1.613949046009468,-0.14655339293318767,-0.04377679063695616,0
8.55,19,3,grocery,1.1,33.0,-1.719906065423908,0.922314241597859,-0.5849291066216316,0.08295699746326551,-0.45522162963486384,0
17.77,14,0,grocery,1.1,38.5,-1.6682618012090116,-1.0936949221955723,0.7674340449874522,0.4470909304763397,1.220328984636345,0
100.17,9,0,grocery,14.0,18.5,2.5843469214692196,-2.20196763433712,0.4176816353273378,0.5825572891229734,-0.3051558796811208,0
19.66,11,1,retail,13.0,3.1,0.27401512883361817,1.18215286608995,2.1180271958462837,-1.081687550731576,-0.47890049660745765,0
23.38,17,5,entertainment,5.9,18.9,0.7172186662819915,-0.7345959657735548,0.7333539762100835,0.33648274283153495,0.12967143190682773,0
26.45,20,5,grocery,25.9,12.1,0.5587702270363042,-1.0163206739776072,0.3015369404172067,-0.043251986369232276,0.020308986379295037,0
91.4,14,1,grocery,13.6,12.8,-0.11133261536147683,0.13071728395363608,0.5144118844316784,1.38495318691197,0.4537772102855728,0
26.51,12,1,grocery,12.1,35.4,1.3046130481810982,0.12588129381263963,3.1463927176613797,0.9889400444012093,-0.9983510434477444,0
113.29,16,0,grocery,14.4,6.5,0.24249880830700157,-0.6072465088774337,0.25094082234539794,0.389408800188142,2.0536153839302127,0
96.14,7,3,grocery,10.8,36.1,-1.8165598419475442,0.667107150842476,0.7663171596856977,-0.7177005895209918,-1.2699833298346679,0
255.61,9,2,grocery,22.1,33.1,1.8005729065911105,1.2866833316553346,-0.4582071834563266,-1.0110676222027764,1.266668176692636,0
140.96,21,2,travel,3.0,27.6,1.2845196790545528,0.5615874658717142,-0.24808122750237005,0.44397211489447275,-0.5447549551552487,0
88.14,9,6,entertainment,9.1,11.9,0.6909473238473708,0.016375720358547806,0.07507521755556834,0.47283421733161685,1.1468580200859275,0
44.56,21,5,retail,14.9,9.8,-0.28283330377569693,0.6294919746296532,1.1952925206016811,-0.30629143197370445,0.25303047263971606,0
29.49,20,2,grocery,7.9,33.3,1.339089703047203,1.2453990052553054,3.169558302848374,0.7920085185420407,-0.6997029902678626,0
166.55,17,3,dining,25.0,2.7,0.42071566685833456,-2.2503471298702555,0.7027077511720767,0.33776305986007504,0.488230007591075,0
31.82,22,3,grocery,12.2,5.4,0.019634017913678997,0.877465485528444,0.5354543541550469,-0.6355270651393194,-0.23908383355492957,0
23.65,20,4,retail,16.5,23.5,0.631658260047055,0.3776615934946532,0.12000122297356819,1.047520078788613,-0.8262844197129735,0
33.09,21,5,grocery,16.0,28.4,-1.0449948588997566,-1.5965927840559822,0.25290991150235387,-0.9708953869979186,0.6799488410851121,0
59.81,18,4,entertainment,7.7,37.7,-0.31560523416762454,-0.07267499604199842,0.6174662805553573,-0.4333619170450024,0.5194225840646708,0
26.37,11,0,entertainment,0.7,23.8,-1.3636763817424824,0.1968576409745426,0.3925801621026227,0.415581532027784,1.2939249333201734,0
63.67,18,6,grocery,40.2,29.6,-1.3635646617600605,0.9544883431160376,-0.29869359167796805,0.7346880508930229,0.6691335351125219,0
183.34,13,1,retail,35.5,44.8,0.5031516788923461,0.5500848634645981,0.8233483027847779,0.0647835444071073,1.358972508514569,0
19.77,17,3,entertainment,4.6,27.3,0.40406893297715113,-0.3924277103294275,0.012998038799941602,0.7468548823805148,-1.1836739558953417,0
36.14,15,4,retail,8.4,31.2,-1.0969633810237458,-0.14179756578271174,0.4062133259190001,-1.5013767766757697,0.38547373387791056,0
138.32,15,4,entertainment,1.0,11.9,0.49790385514043545,-0.6729895153010784,1.5496439431755815,0.9343881571948466,0.276515246091915,0
